sequence_id	sequence_sha256	terminated_by_eos	hit_generation_cap	stop_reason	length	standard_aa_only	duplicate_candidate	generation_cap_warning	low_complexity_warning	composition_outlier_checked	composition_js_divergence	composition_js_threshold	composition_outlier_warning	training_match_checked	exact_training_match	training_match_ids	reference_match_checked	exact_reference_match	reference_match_ids	qc_pass	qc_reasons
vae_candidate_000518	e9ab93a2008317333cce0dfc394c894b599e8a28a709f209fda39034185db8fb	true	false	eos	57	True	False	False	False	True	0.12848848075373884	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000519	94953b40a3929de0c15937e1e22a09da20058d2df79f5f7fc9104464527624da	true	false	eos	92	True	False	False	False	True	0.04253733594384728	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000520	fd396f455baba197f81bcb1d201fbf56e0ddf346f6f7e100d90458bc8fc52e12	true	false	eos	73	True	False	False	False	True	0.015064031898671861	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000521	1341fbecf1d899f71d5dc654a543b6b87d4f6255499556bd15f2306b876cd56c	true	false	eos	149	True	False	False	False	True	0.03462431193448765	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000522	0802a1e30164b7b26b7e5b38c9733a77a2f865ba9b9790c79ea74bc855ec02dc	true	false	eos	155	True	False	False	False	True	0.02845298527499503	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000523	3158f66c154301ebe5be9b4a5c3a7b6de919ce16be2b498c1ff5a2729d247600	true	false	eos	109	True	False	False	False	True	0.026089927807112716	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000524	cea1f071f6d95a49efc08bf50783bb1cc6c85d0a66b2620d62a76c8d68e2d101	true	false	eos	98	True	False	False	False	True	0.04197545739483736	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000525	cc404f7a185efe68906c545c62a0f2d0e53915b75ded8ba2c94b6a3d6845bf22	true	false	eos	91	True	False	False	False	True	0.06876093898893859	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000526	dbdcc19a783b2f392b0c0aea54ba0aa7803b2187c5ba290bd4db73dc93f215a3	true	false	eos	156	True	False	False	False	True	0.03333326378266513	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000527	f1d2270e531e3478f282d78f70ff20451fefb29a5b24d804c148a4304782f3e5	true	false	eos	93	True	False	False	False	True	0.01874708868821461	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000528	19864a91d6c3e468c464ffbb49886cf00964f094d359a82094484fc2c9a816cf	true	false	eos	80	True	False	False	False	True	0.047665659391620784	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000529	fdcc4d09545ae35f0252e038a8cb5eeff344d9dbbd78b848cb63ea250c2d8ce4	true	false	eos	100	True	False	False	False	True	0.04234209748076689	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000530	17f15c5df61c504fae1058dbd4ac771c10ba9185ee3f086cc256d125462bade1	true	false	eos	71	True	False	False	False	True	0.017978690293516814	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000531	ca58186bc449ff3382d94a2cc8267bc744860dc89a80d6265ec0a7e674fc335a	true	false	eos	72	True	False	False	False	True	0.02532745901780635	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000532	f408168edb740c819833b0ce4b85f2a41b7c8eaea250f520c44b3aefec6b396c	true	false	eos	90	True	False	False	False	True	0.03910977855391158	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000533	9c5a336ac6e4933ec99c70dbc329fae5f95411759913fe3a795956c139289ce4	true	false	eos	101	True	False	False	False	True	0.023264707453099248	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000534	89dca49841d4813a7b2daaa5b41515c7a0c01da0ab030748993b52283dc5f4a8	true	false	eos	83	True	False	False	False	True	0.10324152954103938	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000535	62675d4dc50128f8c57f313541fe6b9df12a2ca46f12101dfe4955bdc72f394c	true	false	eos	92	True	False	False	False	True	0.02091183481687932	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000536	9afa5083ffbfd9d5f230069fdad3506f2b109cc83b99b9e4c43c4c15c5634cb8	true	false	eos	88	True	False	False	False	True	0.01701617693064747	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000537	75f8f7259f5ac7d72362d5df53fd1f8af17ac8135a93d8d5b45e658cf8da057c	true	false	eos	58	True	False	False	False	True	0.06809178567240579	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000538	25de75ea24cafb95457dc416020f9135cc7b9065334fdc59d78e479aa0b9e3cd	true	false	eos	73	True	False	False	False	True	0.09611205662926088	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000539	a8e0ffb4426cf3770fa3413f7c0153ee4d4e4084d1e163a8c72280ac4d7ec347	true	false	eos	91	True	False	False	False	True	0.029219319787154068	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000540	35bc96f9086c35f3f10f00fb95915e62985e2827d4dd0173d5a5ee77cf1f1251	true	false	eos	91	True	False	False	False	True	0.03025971125239271	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000541	36b0e85572868da384f84890163cb7d76f79564020177eedc3e2c49edc0b6654	true	false	eos	100	True	False	False	False	True	0.033487494432592545	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000542	5bd2d7c2b4e75a8fba3c6a6486f3e83be7261893a34bdd538a597ee074f5175d	true	false	eos	158	True	False	False	False	True	0.0686166060148291	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000543	31fd0565b3d4ce2347c9a38336f73c4e3a79e899d1b4392847754badb581185c	false	true	length_cap	180	True	False	True	False	True	0.06845464736749665	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning;generation_cap_warning
vae_candidate_000544	3e94f987e5fa92fa50a4ecf31f5f192bb41e23ce183e1d9be18022d401898d6b	true	false	eos	122	True	False	False	False	True	0.013247666816993197	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000545	251b3c75ded3b2faf8237a38ad164594463e11f065affceb3040e02ff346ea6c	true	false	eos	95	True	False	False	False	True	0.02689306962437918	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000546	27394b2460cd194c7e71a27d722496acd7fde2b32ad7e87cfc096da9b08ae632	true	false	eos	101	True	False	False	False	True	0.023820600564759084	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000547	feaf8c0547325aa45512d83cf62f40fe54443d47b3c7e32c106381f552ecc696	true	false	eos	100	True	False	False	False	True	0.01515513327521477	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000548	e6c9692fe986deec3a8c43670884e87d23865d66a922f3c16d1ce66aea179918	true	false	eos	146	True	False	False	False	True	0.08122794877806801	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000549	6c45a9744d644e698804471556078f6501961c1d18961ef7cca23958b2254b69	true	false	eos	122	True	False	False	False	True	0.02518514533209053	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000550	73e7135f6c31101b32a681464f73af457c05cad1d69f51820922077bf46248c4	true	false	eos	65	True	False	False	False	True	0.026798947595156955	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000551	e280f882d39711e73bdea28001a63947c26d3c05088ceb92e41d99b151df4eb5	true	false	eos	108	True	False	False	False	True	0.056345000239123984	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000552	5a9efa12561af04bb7ca1f2622f2adff0b0084307b878b686d13e4ee5e0232d9	true	false	eos	55	True	False	False	False	True	0.06030856097691778	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000553	05313448859bb7d30c39c0fa60524d2e014ffa3c010c1ada07117dd60b5c7e0a	true	false	eos	96	True	False	False	False	True	0.03229441594565345	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000554	92e29ef03d47d94444707261d17f084200f6c0bd2cc869435569bb8ce94865d3	true	false	eos	83	True	False	False	False	True	0.02459776272044776	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000555	a2cf84f077620b2d50b515f05b2ee556fdd75eb901fe0a860d671dfd8c7e7242	true	false	eos	155	True	False	False	False	True	0.00616394039224808	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000556	0480009d242b3dff472b695bba0c92cc5f9e7763e17d2826da0195659c86eff1	true	false	eos	152	True	False	False	False	True	0.06255685440585455	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000557	bec7f0dcc0f979e94866e38ab65c11bdfd2ffdc3ffa43a5e0a29767d9b15e196	true	false	eos	85	True	False	False	False	True	0.022937520164575696	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000558	9208f5a87f7a037ec5f253be107ba2dddb4716f3c6a8330c14a35ff70d769dfc	true	false	eos	109	True	False	False	False	True	0.029045276988281757	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000559	e71234d9f48b93f6fbb7618df62d0cf401337de4ff95444f91ba1767fdb248b0	true	false	eos	90	True	False	False	False	True	0.048609964442303324	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000560	44b002954796311c462352d86008d642ca585ba0c7923d4ae337698d83729465	true	false	eos	84	True	False	False	False	True	0.04731139482525047	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000561	e0eb00eafd84ed8595157bd0af774d8e67cf97180939fde6bb2e8211647c6117	true	false	eos	70	True	False	False	False	True	0.04556304790129395	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000562	65a6bf2a979df403e091da0ae2c1d4a5bea0bc9fa823238a1d6114d5a01fc1d5	true	false	eos	134	True	False	False	False	True	0.027045819816782536	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000563	dd7ea8a17357ffc5adbb578979111eb8aa45e222ad53ddcdaf737ce219eeac8b	true	false	eos	67	True	False	False	False	True	0.09155286635911317	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000564	4165d50566571fd6b665aa33970582189030366fc00ca0b7a395dff9b73b3b2b	true	false	eos	95	True	False	False	False	True	0.07518366445173542	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000565	17300e41f9718f65dcf650a1036d07505778c783ef68ba2be60757867acfc84e	true	false	eos	72	True	False	False	False	True	0.0367755917149447	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000566	86353f3f4a48442d3601e76be629729b9246959b7cf2beb6f85f38be42566b24	true	false	eos	92	True	False	False	False	True	0.118198390690958	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000567	02486214fcad533610132d613ce9eb042fbc9bbd4ae7c2e3d44488c1b876f143	true	false	eos	69	True	False	False	False	True	0.03521134767526289	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000568	1448b3cb01c08c061458bd151ee8601dd796b43f7931f53c1799211a8131ea46	true	false	eos	88	True	False	False	False	True	0.05565140914254642	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000569	e67e43356338b9360b6130f5b7553ad2ad20d676c85d365fb4cf6b4e6783ca6f	true	false	eos	112	True	False	False	False	True	0.022412048577677632	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000570	0ed9bbb09fea7a4ecc8dfd45a1ae239d5fd6c3bce8d21e666144108f90d6880e	true	false	eos	117	True	False	False	False	True	0.03523378233927724	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000571	1a154160e47661e05eaae5270950b06406f165a97d0a35f14067a7425ba96330	true	false	eos	75	True	False	False	False	True	0.023448112619806873	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000572	f4801e8d1850a1d2995436a8f4f51f7f0b65b5cb88fe831f187ed6826632267d	true	false	eos	87	True	False	False	False	True	0.019108454688582972	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000573	35cadaf418456f54ee33784cd776313bdd6369966ea05bede98a247f4effb08a	true	false	eos	87	True	False	False	False	True	0.03251018860078404	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000574	23b6f03457cac32e64cd3593e50abd9ca62ce8075a3001f7ff9c744219e03a66	true	false	eos	94	True	False	False	False	True	0.014138409972830637	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000575	6b806898a5299646c14a964e98e596a8122e634c88f917db1ede8d200f016a2e	true	false	eos	139	True	False	False	False	True	0.02945734746943255	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000576	475000b0b0380ffc5534258175145f44d7c4eb6f2f4d2ed88a6887fdf9e2e20f	true	false	eos	127	True	False	False	False	True	0.03293024241318124	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000577	ece83c6dff53a7ef56b4998ed1352ddb71d85daf5686daa7031c391f7f38e9ff	true	false	eos	98	True	False	False	False	True	0.02867650040308533	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000578	86b11d991b34eb2ff42ab995785da7f90fcf1d0ef071de0d3f5951c89f111a10	true	false	eos	92	True	False	False	False	True	0.02709162464086042	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000579	cb2bd6d86e601067792f47df1f91ab508ee9186aafb10508e476bfba52313c1e	true	false	eos	123	True	False	False	False	True	0.02977204018694926	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000580	eb7c02872ed5178a0fd37cd6bf0cfb3a212f457d59ebb033068712818d42bd38	true	false	eos	117	True	False	False	False	True	0.026394154532448325	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000581	da975e44b89f222b98059bb87201eeec40a33806af2cc6b9787e42b1d68d5636	true	false	eos	69	True	False	False	False	True	0.04266751904892843	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000582	53112e9da4634e57b4252d683fc5b2f5974987ffed923842cac2b310487cdafa	true	false	eos	86	True	False	False	False	True	0.018414104457843916	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000583	2892b52762d89f0b9c1c9e106e68f79375843cc89ebef47404b8b6cbed914730	true	false	eos	103	True	False	False	False	True	0.0204246706201784	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000584	b7302680b203f4042854cf129d5fc49e8bfd96f36544ba749941fee33c7933a6	true	false	eos	96	True	False	False	False	True	0.0154976691665023	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000585	03b372cbb741f1604ccf2762661da3b51cf875ce6ae22234af227d51401d6386	true	false	eos	79	True	False	False	False	True	0.07425236913330886	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000586	4d9aa407472e1e9676dcdc95e11a7cdf7ac1042d2441cbb32a35124d13b834f6	true	false	eos	114	True	False	False	False	True	0.026445583422542128	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000587	901b80e00a893841ba99b2349d9839dd40f97453828ad3aab616dc54f9d0df67	true	false	eos	59	True	False	False	False	True	0.07578168999643398	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000588	dd111bef68824755ae99208d23b1c9cbb41ad5e7507b9d44ed02105bbbd638f8	true	false	eos	99	True	False	False	False	True	0.041677184982343116	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000589	d92743cd4ae9a061d2e6af6c8a6d1f47002cd3ce477483b6c1eac4690100a1fd	true	false	eos	77	True	False	False	False	True	0.05027148726357822	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000590	bfb023add46c64402ac3bc3765736347211964289380de4cc2d52031157bf09a	true	false	eos	91	True	False	False	False	True	0.016233158624414	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000591	a44b36092f9f5eb0d9fb6677d734c75644dcffc80a5b588518b668125c251a6f	true	false	eos	88	True	False	False	False	True	0.049993130633110616	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000592	529ae5df0c01e17cad7cb200e9d1f8723a37c42faef71c91937ccfbeb572607d	true	false	eos	90	True	False	False	False	True	0.03392799197898011	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000593	801b606aaf646c7c90dafeda72ed20c56205cd8dc4a9cf9bc9087c4b80379963	true	false	eos	124	True	False	False	False	True	0.05682540176951391	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000594	d5a6435169b29fdda71913be8bc2615e6f6d7866250109c77171349948af7069	false	true	length_cap	180	True	False	True	False	True	0.03760209755071495	0.06381829728796119	False	True	False	[]	True	False	[]	True	generation_cap_warning
vae_candidate_000595	99c498ce8cbfd917f9c4a64cd672f3261ce8b382742d9150eb6f22a4bf3bb607	true	false	eos	74	True	False	False	False	True	0.037933270846291486	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000596	e1dc8d14d9d9e1308a42f9eec9bf7148f2de50dade6e478998b773c9f942543a	true	false	eos	121	True	False	False	False	True	0.05212507085965508	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000597	e5907ce161303546a7aa7fff90c48b28082f997676138c61822e0305afc5d3ed	true	false	eos	78	True	False	False	False	True	0.04978595650355397	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000598	7518a0b61745860a85edb12a3f0feb56fa06f0f7e51d349b7f5d9fd28b63adb9	true	false	eos	94	True	False	False	False	True	0.01850026319240996	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000599	2ccf7982c8054b89750e58691b3b6207ef04d7f2a2c68ad2c575646f47b888d0	true	false	eos	119	True	False	False	False	True	0.022313685798213172	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000600	64a67524589912248cbc0047fd834fd1f336171d2f369ff0fe86370f3ebfd3fc	true	false	eos	79	True	False	False	False	True	0.04178906518939941	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000601	2d0e7655a37682d85725626f3457eff77cedd070a7fa85eb51435943497a88a4	true	false	eos	91	True	False	False	False	True	0.033645570524989	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000602	6164adf122c8c60cd996f15a72107407f183efd87dcf219a71b32ead35ccdeab	true	false	eos	106	True	False	False	False	True	0.03125923069700511	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000603	a9db44ec41ad839c3ba6877710046351190414ce5bb99a31fe2394a586ee6ca3	true	false	eos	87	True	False	False	False	True	0.057659365317455774	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000604	2151510f28914796d0bd8bee622ce565c90926f23d869b9195f7f9c2cfd2b5a4	true	false	eos	100	True	False	False	False	True	0.0669406596392569	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000605	823061a35dc07ef4073c69d3114da558d17d6cab2033f3aac003ad437c33a2ad	true	false	eos	150	True	False	False	False	True	0.025845154571420927	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000606	489ca12479405ddfd03db74ab12d36e09e1439264a699ab4d37f0aeea4763357	true	false	eos	85	True	False	False	False	True	0.060559700833120615	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000607	69ea9df556cd9e706ebb907d2dba1aa72890751992b9f55d8f1b4fb6c0dcd130	true	false	eos	83	True	False	False	False	True	0.03557381516753378	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000608	da82be8594659c59a0bed4d0a2ee397fdc47796c958fc53f6be015801471c59d	true	false	eos	86	True	False	False	False	True	0.04398355297794704	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000609	9b0d749a6c829ccecf930729fdd42b6f834a6ded85ceea00f37cc2c433f927af	true	false	eos	92	True	False	False	False	True	0.04056729498021501	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000610	03af29c7e40c6f3934a47921e6c3dd7c589342cadac0f8eeae0bd97db2d82b2f	true	false	eos	83	True	False	False	False	True	0.09833054906443846	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000611	f92af7b900e31bf00f99ac7b7b4bef6f8842664ccad215c4e741aed77ef17c73	true	false	eos	83	True	False	False	False	True	0.02266050062592368	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000612	2af3e102bed543c7bd1335903f9e4aa84b12d3c47f99b95211da2454bdc49f33	false	true	length_cap	180	True	False	True	False	True	0.025003706090096934	0.06381829728796119	False	True	False	[]	True	False	[]	True	generation_cap_warning
vae_candidate_000613	d257e27e89d6b5aede32b438265d094c17876cf6b048c5ab8496667f7348d310	true	false	eos	99	True	False	False	False	True	0.10128999071506993	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000614	43bdc844672d78c171fd6c68259c7bb6c1f9ff33e102920ab2a23b6fdae16d5e	true	false	eos	84	True	False	False	False	True	0.06295802961413655	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000615	f40d5398eaedf958b868d3586b0182d41e92956450d37106487badcc7fbbb64a	true	false	eos	92	True	False	False	False	True	0.031631143106510995	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000616	b50bc478e043ac12515b39720fae76a4a42b1668396234e4f8984d833a8b0a4c	true	false	eos	66	True	False	False	False	True	0.07428692401539078	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000617	738191e528bafb0ea17cb7df23f39eef4546125820f9b5198f5b23125edd9cd0	true	false	eos	92	True	False	False	False	True	0.025943991369640568	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000618	c50908e812ce9eb1076293f3c44239f62df5eaa2b3f58242d930d895276f12be	true	false	eos	95	True	False	False	False	True	0.02009846750047791	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000619	c6432145a47ba80b9c3cfae7ff8057da7c242a40194908ab665bb47e94f6568d	true	false	eos	113	True	False	False	False	True	0.03569097805201372	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000620	fe0e6ae29f189603d1fc20d13958f12819bea636b1ae3ee8266fcd27eb608fd6	true	false	eos	149	True	False	False	False	True	0.022061832259673172	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000621	0e5a55e0ff5a752a4464e373f76926f519282f785cd29c5f297569ac86d0fa9b	true	false	eos	76	True	False	False	False	True	0.05092507025415667	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000622	687a98349034cf3d71b18b33492478c9e9f3d76bdb5a46760e0d312bb6460021	true	false	eos	66	True	False	False	False	True	0.042761407679271245	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000623	80b5c56178ba97e5622b6da029531bf9eabd793b3017226202bfbc9f57263578	true	false	eos	93	True	False	False	False	True	0.012884397598964911	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000624	6bb6f71252c390b008fd2c2283718297ea367842e7c846f75a3d08aa68a406da	true	false	eos	86	True	False	False	False	True	0.022266277114573144	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000625	fdb45f72754403a7ff4c7c8e1b286fbe0156973c5a719fd12eff8971ad06247d	true	false	eos	100	True	False	False	False	True	0.030849930612547774	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000626	1ca2d00cd7b7bc560d914a854402b93b4f6561abc125a01b60955994ad194d79	true	false	eos	166	True	False	False	False	True	0.03558722868838363	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000627	a5ccbbda7cb5bf3b459f0c698f53230b9aaae4b837b52b8d7fcda29974d74776	true	false	eos	90	True	False	False	False	True	0.012485236182813789	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000628	604c7a6520f85dcfb5c91e2fb4a717c5400bcf7ac428e967b92de28e91eaf75a	true	false	eos	112	True	False	False	False	True	0.13122910371300656	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000629	68b99caae7321f1cd810bc4a1eebc30a8dc0a60e7d52b5f866646f225eb1bbfe	true	false	eos	50	True	False	False	False	True	0.08230752633252078	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000630	9e4c009e6bda71312eddee8136af4e9355987ccc427b58781604b68f59cb432c	true	false	eos	111	True	False	False	False	True	0.026255517514440857	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000631	beded3742d320e76bf214e4fe537d8f2e1511da86c0dc1221d330360109e51ec	true	false	eos	115	True	False	False	False	True	0.02420719126788784	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000632	1f8cb5909d2ce7b5f874be1476f8711645b48e2181ad6dbf8fe777bb75f87269	true	false	eos	125	True	False	False	False	True	0.05229058564526817	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000633	afb6b4748aad8a36281584e1dad95ba42f4a7fbe947fb58621fcf54996be2c86	true	false	eos	99	True	False	False	False	True	0.011541473306628719	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000634	9eccd02774533102c151e9e42f06e6bb6e399ae6fecb13dd2ef2b9965fbd3caa	true	false	eos	97	True	False	False	False	True	0.03294176230583052	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000635	7b2c8269e84e7bb33fae6cd8d3780b01365b73305e754cafee6c195195a65cb3	true	false	eos	89	True	False	False	False	True	0.01469338969514881	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000636	1fd1b81a224310a20bc68360fafd52b13464b58fbe1f2ad230065b8d284fca5f	true	false	eos	100	True	False	False	False	True	0.0501464724065996	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000637	20ed6a1317427796bf1cdaa6283e818b68c18972b37d58bcf859a1e9ae63f1b5	false	true	length_cap	180	True	False	True	False	True	0.023661195591978008	0.06381829728796119	False	True	False	[]	True	False	[]	True	generation_cap_warning
vae_candidate_000638	a7a50b47d4a9a44506c4d7b38fb94d12bcfe96b96aa2f872b267336c89d1c597	true	false	eos	89	True	False	False	False	True	0.01695754317467381	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000639	8b35d2c02e0fa5f04b46255762cb345fecee2527c584e5fe350aeac18d84a230	true	false	eos	89	True	False	False	False	True	0.014651071212500037	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000640	69e6cdebc6761216e4585a76926746c3789e47f593be9887e61c638984864481	true	false	eos	85	True	False	False	False	True	0.04375176358556488	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000641	ba25cf32dfb97956002ecd6d96fc867b45e9b4f8b045a821d89a6b06f66d3fad	true	false	eos	122	True	False	False	False	True	0.06953299513897875	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000642	115b19a1ced627ab332a861ee0f3ab3c25e8b6c8f7000502230f680b520750ad	true	false	eos	139	True	False	False	False	True	0.023635808603212616	0.06381829728796119	False	True	False	[]	True	False	[]	True	
