reference_id	source_path	source_id	source_header	sequence_sha256	length	accepted	unique_representative	status
nat_6dc60142a293ec7c6dcb	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_6dc60142a293ec7c6dcb	nat_6dc60142a293ec7c6dcb	6dc60142a293ec7c6dcbc27c09b6bd4ab18fe21e29a4c461e5c54fe81310b371	87	True	True	prevalidated_reference_input
nat_3d7fc725cd17cf23a73c	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_3d7fc725cd17cf23a73c	nat_3d7fc725cd17cf23a73c	3d7fc725cd17cf23a73cdd2fb181a785b4c0ce2fd640f88c1f716c829b659260	97	True	True	prevalidated_reference_input
nat_729a9790a662e92ab379	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_729a9790a662e92ab379	nat_729a9790a662e92ab379	729a9790a662e92ab3799a9b33c364191eba685ca2792cdf185ac1d3fb9631ce	96	True	True	prevalidated_reference_input
nat_215f48254c804f1f2876	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_215f48254c804f1f2876	nat_215f48254c804f1f2876	215f48254c804f1f2876885b96f7a1981396e0fb0da219049cbad3c376111fab	94	True	True	prevalidated_reference_input
nat_62bc5089576517d5fad1	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_62bc5089576517d5fad1	nat_62bc5089576517d5fad1	62bc5089576517d5fad1f755bd6f0eda8ed64f4dc9ca1f0cd5ab9ed08b8ae872	93	True	True	prevalidated_reference_input
nat_8189ed3c9ac18707f549	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_8189ed3c9ac18707f549	nat_8189ed3c9ac18707f549	8189ed3c9ac18707f54985fd1f832186b5ab06ffd03b98d13b6a5a880b456e0a	94	True	True	prevalidated_reference_input
nat_168a7720be25950ce7a5	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_168a7720be25950ce7a5	nat_168a7720be25950ce7a5	168a7720be25950ce7a56e347f224374ee278a9197375f2b7d12fea4130f8457	94	True	True	prevalidated_reference_input
nat_c468502803b4ab5981f1	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_c468502803b4ab5981f1	nat_c468502803b4ab5981f1	c468502803b4ab5981f1302a02b554d7384ecf63ec65dfc34a329984ff234ccc	95	True	True	prevalidated_reference_input
nat_d07d112598796fe30d76	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_d07d112598796fe30d76	nat_d07d112598796fe30d76	d07d112598796fe30d761bb0dee53a532c60b6f2660ff50f32e5608f27b8723f	95	True	True	prevalidated_reference_input
nat_dad443e0412ef646de5e	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_dad443e0412ef646de5e	nat_dad443e0412ef646de5e	dad443e0412ef646de5e1ae6b2283ed6666f0e42f2690ca0f566cbd01cf47c41	95	True	True	prevalidated_reference_input
nat_145768217677e4dfa78e	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_145768217677e4dfa78e	nat_145768217677e4dfa78e	145768217677e4dfa78ed5dde6674fe0ca135ad06080e9e3798a31edb3c3e23c	78	True	True	prevalidated_reference_input
nat_1f956fdbc151f2ec0ffb	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_1f956fdbc151f2ec0ffb	nat_1f956fdbc151f2ec0ffb	1f956fdbc151f2ec0ffb1f0d512e8c72eb59659a79d6fdd4047293e97fad8dda	95	True	True	prevalidated_reference_input
nat_00058845722df3ede422	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_00058845722df3ede422	nat_00058845722df3ede422	00058845722df3ede42246221d3dd0d68e42ec4d53ca2d5b48576007b95adbfe	94	True	True	prevalidated_reference_input
nat_0c143ad343586201fcf9	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_0c143ad343586201fcf9	nat_0c143ad343586201fcf9	0c143ad343586201fcf9a3504764a20810d30e8d1de52807930145512c74f4c8	69	True	True	prevalidated_reference_input
nat_2708b2500f3eefced6c0	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_2708b2500f3eefced6c0	nat_2708b2500f3eefced6c0	2708b2500f3eefced6c03a2e849c6957074512fb0f014e8343be33cf184f5066	69	True	True	prevalidated_reference_input
nat_444b2346dad8b8d36df2	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_444b2346dad8b8d36df2	nat_444b2346dad8b8d36df2	444b2346dad8b8d36df26a3c5f4c05fe76772f974e7bcd020fa19b6132e0ca44	71	True	True	prevalidated_reference_input
nat_5fb53d83d56d48c68c10	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_5fb53d83d56d48c68c10	nat_5fb53d83d56d48c68c10	5fb53d83d56d48c68c10c69bbbc1d2674a8448de312e77544dac1fbb63c5f949	71	True	True	prevalidated_reference_input
nat_dd1c249d0891ddb7284f	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_dd1c249d0891ddb7284f	nat_dd1c249d0891ddb7284f	dd1c249d0891ddb7284f0f9c047e5891ce47556dd767e6235b9e039efc5e7d8f	71	True	True	prevalidated_reference_input
nat_25fcb1b7b6c3c6f6f29d	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_25fcb1b7b6c3c6f6f29d	nat_25fcb1b7b6c3c6f6f29d	25fcb1b7b6c3c6f6f29d297ffe5e8ee45369c0012ecf179b3592855f1435475b	68	True	True	prevalidated_reference_input
nat_ffde9c8a0aa4cd762cfd	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_ffde9c8a0aa4cd762cfd	nat_ffde9c8a0aa4cd762cfd	ffde9c8a0aa4cd762cfdac8019aa7ff22a264d2536d40a17ae6ed8124c75dfc6	70	True	True	prevalidated_reference_input
nat_08ca607a70bf3998101a	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_08ca607a70bf3998101a	nat_08ca607a70bf3998101a	08ca607a70bf3998101a9512eb52b57c1b80e2c13c49a70a6984ed5d0bef0b30	70	True	True	prevalidated_reference_input
nat_9f8db13e803cecc901b7	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_9f8db13e803cecc901b7	nat_9f8db13e803cecc901b7	9f8db13e803cecc901b782bc92f7a669b196f8d1559a4f7432d1ca4dfbec22bc	70	True	True	prevalidated_reference_input
nat_505ccb0a3946a89f0437	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_505ccb0a3946a89f0437	nat_505ccb0a3946a89f0437	505ccb0a3946a89f043772a19b0276f10c34dede49965e1817e861e3000c1cba	70	True	True	prevalidated_reference_input
nat_d43d1d5ec03e055dcf06	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_d43d1d5ec03e055dcf06	nat_d43d1d5ec03e055dcf06	d43d1d5ec03e055dcf06d5715d69b3a4b218fb2526beaf4ce6cd8aff93b974a4	70	True	True	prevalidated_reference_input
nat_c8ff85651c16b5c02641	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_c8ff85651c16b5c02641	nat_c8ff85651c16b5c02641	c8ff85651c16b5c02641dea13a8c9f6200d4c67afc73ad60421d9105f5bbec37	68	True	True	prevalidated_reference_input
nat_6b39f5a7fb6bca78b4de	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_6b39f5a7fb6bca78b4de	nat_6b39f5a7fb6bca78b4de	6b39f5a7fb6bca78b4de78848a0590c9ba9381a0596c3f500d9bf9a9db38751f	68	True	True	prevalidated_reference_input
nat_1f4f50f1349e137c7f32	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_1f4f50f1349e137c7f32	nat_1f4f50f1349e137c7f32	1f4f50f1349e137c7f3208f16caa01bdad2970714663a63d2c93485d175437c7	71	True	True	prevalidated_reference_input
nat_5ff91e8d3cfc9ac60d0d	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_5ff91e8d3cfc9ac60d0d	nat_5ff91e8d3cfc9ac60d0d	5ff91e8d3cfc9ac60d0da6d4bff769a4c4cef44d9e8b9d3dac677e2e966ed6fa	72	True	True	prevalidated_reference_input
nat_b07305ca6f722d02988a	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_b07305ca6f722d02988a	nat_b07305ca6f722d02988a	b07305ca6f722d02988a3d0c756feb0815d3b6a95c9e62b3013a423b137a8b56	71	True	True	prevalidated_reference_input
nat_8d6274f78693091697cf	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_8d6274f78693091697cf	nat_8d6274f78693091697cf	8d6274f78693091697cf066d860d6107e0284d36ff784ac52e8bdd59f203229b	70	True	True	prevalidated_reference_input
nat_262acad32bf64e600812	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_262acad32bf64e600812	nat_262acad32bf64e600812	262acad32bf64e600812dbe317d432363f2a5c5dcb0bea6cfaa11de3ef08c572	75	True	True	prevalidated_reference_input
nat_86ba936b09d3d4c2dbfa	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_86ba936b09d3d4c2dbfa	nat_86ba936b09d3d4c2dbfa	86ba936b09d3d4c2dbfaae01e2029bfa42384277d05b3999043640c63145625b	68	True	True	prevalidated_reference_input
nat_c96b24fc03ee6b66c3d6	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_c96b24fc03ee6b66c3d6	nat_c96b24fc03ee6b66c3d6	c96b24fc03ee6b66c3d6db1d4dbfdf5a829cb2f5a5ac51723c83800ae81e4aff	68	True	True	prevalidated_reference_input
nat_ed3338aeeaf3197e41d9	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_ed3338aeeaf3197e41d9	nat_ed3338aeeaf3197e41d9	ed3338aeeaf3197e41d9f3b49f822f83be8358d114c4e683180c9cbe5b6e2647	68	True	True	prevalidated_reference_input
nat_5883761e33f67abd193e	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_5883761e33f67abd193e	nat_5883761e33f67abd193e	5883761e33f67abd193ec3c033807077fa86d7441f5480dedb0c45c47de2d2d7	68	True	True	prevalidated_reference_input
nat_fb63ecbac61c302167f9	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_fb63ecbac61c302167f9	nat_fb63ecbac61c302167f9	fb63ecbac61c302167f920fcc1a3500f2fbbd2afc3ff29984a0762f6ce0653bf	147	True	True	prevalidated_reference_input
nat_2b769a64bdbe24f6dbc7	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_2b769a64bdbe24f6dbc7	nat_2b769a64bdbe24f6dbc7	2b769a64bdbe24f6dbc761932d2659e2b37730bb31d575bda50d22ede5ca9712	147	True	True	prevalidated_reference_input
nat_219e1145c7c5f874f9d7	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_219e1145c7c5f874f9d7	nat_219e1145c7c5f874f9d7	219e1145c7c5f874f9d797ec77f60d84bedf5ec098c216185b4d62eb20b62e9e	154	True	True	prevalidated_reference_input
nat_7b9e043074608d733fa7	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_7b9e043074608d733fa7	nat_7b9e043074608d733fa7	7b9e043074608d733fa72c2d1537a85a9f066180f066c7dccb48472069ce640e	154	True	True	prevalidated_reference_input
nat_93acd62cda39262797de	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_93acd62cda39262797de	nat_93acd62cda39262797de	93acd62cda39262797de612ea5c4652847758913fa8ff8c766e84ebd13a17f87	160	True	True	prevalidated_reference_input
nat_81c712b2f98895c40a2d	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_81c712b2f98895c40a2d	nat_81c712b2f98895c40a2d	81c712b2f98895c40a2ddd233e82cd441e197a9c3c238140dfe93eb144babaad	152	True	True	prevalidated_reference_input
nat_45d8bf8bea0b0845fea0	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_45d8bf8bea0b0845fea0	nat_45d8bf8bea0b0845fea0	45d8bf8bea0b0845fea0454ddcc5aeef60886812481cab811e7b2c5e31b593c1	139	True	True	prevalidated_reference_input
nat_5d7c3d0594612da43ea2	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_5d7c3d0594612da43ea2	nat_5d7c3d0594612da43ea2	5d7c3d0594612da43ea22e75595e807f8d301c7b38eca653a97700234387055e	137	True	True	prevalidated_reference_input
nat_4469cb3e6c41fb1309a3	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_4469cb3e6c41fb1309a3	nat_4469cb3e6c41fb1309a3	4469cb3e6c41fb1309a310573d010aa354b164353318ad7adc1b75671a984659	148	True	True	prevalidated_reference_input
nat_747d60b2bd9f9baa6cfc	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_747d60b2bd9f9baa6cfc	nat_747d60b2bd9f9baa6cfc	747d60b2bd9f9baa6cfc25e72c691c86ac561a9e907c34cc5085913170b5fcb5	156	True	True	prevalidated_reference_input
nat_8a4162d5996844339fef	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_8a4162d5996844339fef	nat_8a4162d5996844339fef	8a4162d5996844339fefcc7949127c12b1face55cf3ba1afda2a99f8bb5ad3a5	135	True	True	prevalidated_reference_input
nat_e3ae3cb5783250fb742f	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_e3ae3cb5783250fb742f	nat_e3ae3cb5783250fb742f	e3ae3cb5783250fb742fb71fd41788066eafe4e9503a858545a216b3b1c140a9	155	True	True	prevalidated_reference_input
nat_9c7fbca4e03cd6830bf2	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_9c7fbca4e03cd6830bf2	nat_9c7fbca4e03cd6830bf2	9c7fbca4e03cd6830bf22f375f47a20a578d93a8f16380964946093df4e4685f	146	True	True	prevalidated_reference_input
nat_a781ed1499476fa04028	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_a781ed1499476fa04028	nat_a781ed1499476fa04028	a781ed1499476fa04028456993ef07a195b09521cebe488ec92344ff87e2e2d5	151	True	True	prevalidated_reference_input
nat_8430c66867e7555de5e1	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_8430c66867e7555de5e1	nat_8430c66867e7555de5e1	8430c66867e7555de5e15b2954a1ef6fecbe33c07883a824ca457f6cecf46e1f	155	True	True	prevalidated_reference_input
nat_29fc4eacaf44be490bad	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_29fc4eacaf44be490bad	nat_29fc4eacaf44be490bad	29fc4eacaf44be490badeadbce3c4cd75afe1507fe0e57c73f835b331eeefd20	154	True	True	prevalidated_reference_input
nat_6bd198e130544a8380c7	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_6bd198e130544a8380c7	nat_6bd198e130544a8380c7	6bd198e130544a8380c7db1d2cbbf6fb92a84322fdf266b455cc5224aabe209b	158	True	True	prevalidated_reference_input
nat_be1dac504153ecab385d	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_be1dac504153ecab385d	nat_be1dac504153ecab385d	be1dac504153ecab385d6451585ae431c1a72f137cf109d97d662157c10dd226	154	True	True	prevalidated_reference_input
nat_074f333dec93d43ec001	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_074f333dec93d43ec001	nat_074f333dec93d43ec001	074f333dec93d43ec001ab5196dc8d9407e32e65e924082593fdfab9b32f9cc2	153	True	True	prevalidated_reference_input
nat_70cf8e4638ff311302cb	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_70cf8e4638ff311302cb	nat_70cf8e4638ff311302cb	70cf8e4638ff311302cb5ca8bdaf2b05615557c2718837bce8b58329e68c16b3	157	True	True	prevalidated_reference_input
nat_b80283670de4d1ac6811	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_b80283670de4d1ac6811	nat_b80283670de4d1ac6811	b80283670de4d1ac68117d77d77f5ad0da0d86aa1820dfb25d4d15984fb85944	155	True	True	prevalidated_reference_input
nat_4b01b5214abfe7d6396a	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_4b01b5214abfe7d6396a	nat_4b01b5214abfe7d6396a	4b01b5214abfe7d6396a3eb166a64cd0d4023bda7fada08d77ce4076434a441f	153	True	True	prevalidated_reference_input
nat_d71b202a146af4e5c40e	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_d71b202a146af4e5c40e	nat_d71b202a146af4e5c40e	d71b202a146af4e5c40e1d8651f7c026298b5e7307054da065294585b1a2834f	157	True	True	prevalidated_reference_input
nat_f1843d79acb220241dfc	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_f1843d79acb220241dfc	nat_f1843d79acb220241dfc	f1843d79acb220241dfcc797c35d9cdf333bd84f6a2cdf15949d578320dc0326	154	True	True	prevalidated_reference_input
nat_d69494036b1115ae54ae	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_d69494036b1115ae54ae	nat_d69494036b1115ae54ae	d69494036b1115ae54ae393e4fc3b3c8b3154e29a8cc4f7d49c7bcabdaaca116	156	True	True	prevalidated_reference_input
nat_48a350d902c4c631f095	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_48a350d902c4c631f095	nat_48a350d902c4c631f095	48a350d902c4c631f095b6d66737f2825d9eb62b9637b7f9290a69b11513f2c7	154	True	True	prevalidated_reference_input
nat_8d5392221648a605a7c2	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_8d5392221648a605a7c2	nat_8d5392221648a605a7c2	8d5392221648a605a7c200c6891205f9bc7671101816b410142de5be6593b9ad	134	True	True	prevalidated_reference_input
nat_3997c1e8cae542beb07c	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_3997c1e8cae542beb07c	nat_3997c1e8cae542beb07c	3997c1e8cae542beb07c015028a096879da4b6d8a654cba6edf95cbe386718b3	156	True	True	prevalidated_reference_input
nat_67d45ce3d0daa27e3aa3	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_67d45ce3d0daa27e3aa3	nat_67d45ce3d0daa27e3aa3	67d45ce3d0daa27e3aa3c9478875543a71c41471e413409d150d415759cb9525	156	True	True	prevalidated_reference_input
nat_c7e8400b87d18c0ef7e0	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_c7e8400b87d18c0ef7e0	nat_c7e8400b87d18c0ef7e0	c7e8400b87d18c0ef7e0fce724bd3e50a675687052b9b2896b89fa9dc2806374	152	True	True	prevalidated_reference_input
nat_45b0f1ea69baf732de14	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_45b0f1ea69baf732de14	nat_45b0f1ea69baf732de14	45b0f1ea69baf732de14489d7621432c589f3147754cf2a724ee76af338459bf	147	True	True	prevalidated_reference_input
nat_33d8dbb5443a9dadf56d	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_33d8dbb5443a9dadf56d	nat_33d8dbb5443a9dadf56d	33d8dbb5443a9dadf56dd26ec9768c6243bb1b51920d6d16f721c17ca4f06646	157	True	True	prevalidated_reference_input
nat_ff800aecb7c2e95dee99	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_ff800aecb7c2e95dee99	nat_ff800aecb7c2e95dee99	ff800aecb7c2e95dee995632f38f39f4f8a9337144730532c4a4464e60a684bd	156	True	True	prevalidated_reference_input
nat_9065be60727dc7f9b388	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_9065be60727dc7f9b388	nat_9065be60727dc7f9b388	9065be60727dc7f9b38883de26c912c2e67f5ca2230e5b0a4fadad7b5578bff7	148	True	True	prevalidated_reference_input
nat_cefd53f493008d2ff90c	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_cefd53f493008d2ff90c	nat_cefd53f493008d2ff90c	cefd53f493008d2ff90c013a3bef3626dafd83b20c3f35464070601743941cab	159	True	True	prevalidated_reference_input
nat_e3077655950eb8305d3c	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_e3077655950eb8305d3c	nat_e3077655950eb8305d3c	e3077655950eb8305d3cf37e4839e30e88a91376f65493a909adb159a3d26f6b	153	True	True	prevalidated_reference_input
nat_3bac021c5495186db378	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_3bac021c5495186db378	nat_3bac021c5495186db378	3bac021c5495186db378739542247176693480f30681e1cab53b024b73311da3	150	True	True	prevalidated_reference_input
nat_d5cf1fda20a7d9852de3	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_d5cf1fda20a7d9852de3	nat_d5cf1fda20a7d9852de3	d5cf1fda20a7d9852de3ff1cc9f71fe738c0a0ea7a9b9f88376dcdc5aca2492c	137	True	True	prevalidated_reference_input
nat_47c6d3995b8146f9e99e	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_47c6d3995b8146f9e99e	nat_47c6d3995b8146f9e99e	47c6d3995b8146f9e99e8398246c032f09511347b340131ac62fbd578b3785fd	155	True	True	prevalidated_reference_input
nat_51872cd8b900b7db59b4	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_51872cd8b900b7db59b4	nat_51872cd8b900b7db59b4	51872cd8b900b7db59b4cb4c59f81cffbdf3d79cd890be22619e7a1259ad8788	153	True	True	prevalidated_reference_input
nat_9c754b1740d1977b7a29	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_9c754b1740d1977b7a29	nat_9c754b1740d1977b7a29	9c754b1740d1977b7a29f9164e475cadaf302bb79ba19fbee1471c103818a6b9	155	True	True	prevalidated_reference_input
nat_0eb236c2a0a999a958fc	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_0eb236c2a0a999a958fc	nat_0eb236c2a0a999a958fc	0eb236c2a0a999a958fc0e5ac90d917c24af942e904da8a6c29f20ec71e7cf1f	156	True	True	prevalidated_reference_input
nat_1f2decc9d9629b127278	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_1f2decc9d9629b127278	nat_1f2decc9d9629b127278	1f2decc9d9629b127278278a79c2631cfe1372e33fb9f7fa3062c90a64d8e731	158	True	True	prevalidated_reference_input
nat_101346775bd8fc719b54	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_101346775bd8fc719b54	nat_101346775bd8fc719b54	101346775bd8fc719b54979e083bfbf7f14d0836e1721babe826a6889b637cab	150	True	True	prevalidated_reference_input
nat_d53262c07427087628bb	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_d53262c07427087628bb	nat_d53262c07427087628bb	d53262c07427087628bb5a498703d5d97e379e19f0caa81d058eaa98a59eb751	155	True	True	prevalidated_reference_input
nat_05faae01597311327997	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_05faae01597311327997	nat_05faae01597311327997	05faae01597311327997dcaa18a986a0dcf6a39f96c69beb335d17057b021d9c	155	True	True	prevalidated_reference_input
nat_210e9a5f9b72676b9ce0	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_210e9a5f9b72676b9ce0	nat_210e9a5f9b72676b9ce0	210e9a5f9b72676b9ce0414231b8690a99fbf64edbe8fd9feb7357e5592b915a	157	True	True	prevalidated_reference_input
nat_6ee0ebbf185af1c7d346	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_6ee0ebbf185af1c7d346	nat_6ee0ebbf185af1c7d346	6ee0ebbf185af1c7d3460764754f389d48c1ea9ffab11a5e7f9dcc9084296705	135	True	True	prevalidated_reference_input
nat_6d257d8cbeb3f3af448a	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_6d257d8cbeb3f3af448a	nat_6d257d8cbeb3f3af448a	6d257d8cbeb3f3af448a4055c1cecbeae018a2b575e09fa0c35fc7d6c4bef6ea	150	True	True	prevalidated_reference_input
nat_31ec72d1a2119ce61d3a	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_31ec72d1a2119ce61d3a	nat_31ec72d1a2119ce61d3a	31ec72d1a2119ce61d3ab1c9e881b91ab153f970f83c6bec9c667d411415707c	157	True	True	prevalidated_reference_input
nat_fd6df642808b7adaae7d	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_fd6df642808b7adaae7d	nat_fd6df642808b7adaae7d	fd6df642808b7adaae7d2540069b145a548b9730b610a70e72cead707ae5250d	156	True	True	prevalidated_reference_input
nat_f5d47642f8821cca8f9a	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_f5d47642f8821cca8f9a	nat_f5d47642f8821cca8f9a	f5d47642f8821cca8f9ae6329a4214c7befc7fa09fd18d127a835b12ef107cce	156	True	True	prevalidated_reference_input
nat_fb2578ea0ecaed2ea0af	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_fb2578ea0ecaed2ea0af	nat_fb2578ea0ecaed2ea0af	fb2578ea0ecaed2ea0af684106804e701bda55c6acad0db623d791b8fbbb5933	157	True	True	prevalidated_reference_input
nat_ae1ae553d673be7a537f	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_ae1ae553d673be7a537f	nat_ae1ae553d673be7a537f	ae1ae553d673be7a537f7df1b7fdc086f9c3132ced6a0e0e96c315e46a084408	157	True	True	prevalidated_reference_input
nat_e3bf29001a743e3b64f9	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_e3bf29001a743e3b64f9	nat_e3bf29001a743e3b64f9	e3bf29001a743e3b64f9658118850b01ee4b7e48a2ec05c9bd0f6c62dcbbd652	158	True	True	prevalidated_reference_input
nat_f7d9d7742f0844e679ec	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_f7d9d7742f0844e679ec	nat_f7d9d7742f0844e679ec	f7d9d7742f0844e679ecf4dff72420dd25def443ad8a737939309d3f808b5be7	148	True	True	prevalidated_reference_input
nat_4b3cb9501939449bf9be	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_4b3cb9501939449bf9be	nat_4b3cb9501939449bf9be	4b3cb9501939449bf9be23813d969b79c18281ea8363a4cbe40d0dfd3828e677	152	True	True	prevalidated_reference_input
nat_82d1db25aa951a1ad609	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_82d1db25aa951a1ad609	nat_82d1db25aa951a1ad609	82d1db25aa951a1ad609e3a872c1bdb29c7e21be28b1f7c62674683a96fbfd40	159	True	True	prevalidated_reference_input
nat_dbbc85b2e6d8fc6f3682	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_dbbc85b2e6d8fc6f3682	nat_dbbc85b2e6d8fc6f3682	dbbc85b2e6d8fc6f3682ed28d3bb4d943032c767f908a24caf77a87e4685ae6c	154	True	True	prevalidated_reference_input
